customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
101124,48.0,Male,North,Graduate,Self-Employed,486770.49,96337.74,Business,489.0,3,109,69.04,2019-05-02,1
101125,41.0,Male,North,Post-Graduate,Salaried,390211.79,203990.82,Business,554.0,6,179,35.26,2021-05-04,1
101126,27.0,Female,South,Graduate,Salaried,782841.8,153965.96,Home,631.0,4,68,59.24,2020-01-03,0
101127,37.0,Male,North,Post-Graduate,Salaried,594509.64,289414.34,Home,,4,45,44.2,2017-10-02,0
101128,40.0,Male,East,Primary,Unemployed,684983.25,186614.17,Education,631.0,7,43,52.84,2017-12-03,1
101129,61.0,Female,West,Post-Graduate,,603713.93,332414.55,Home,,1,139,35.91,2018-07-25,0
101130,40.0,Female,West,Post-Graduate,Unemployed,,546230.84,Other,532.0,3,22,15.68,2018-03-08,1
101131,42.0,Male,West,Primary,Salaried,643843.78,324588.97,Other,580.0,3,180,76.32,2020-02-22,1
101132,48.0,Female,East,Post-Graduate,Self-Employed,684416.58,419398.96,Home,745.0,10,66,68.53,2018-08-27,1
101133,60.0,Other,East,Post-Graduate,Salaried,788144.04,107853.69,Other,,7,16,31.83,2015-09-23,1
101134,27.0,Female,East,Primary,Salaried,353538.96,239803.58,Business,696.0,5,196,77.11,2021-01-26,0
101135,21.0,Female,West,Primary,,,276022.65,Home,689.0,9,68,31.03,2018-05-24,1
101136,52.0,Female,North,Primary,Self-Employed,,257806.68,Business,722.0,8,120,41.01,2015-04-27,1
101137,,Female,East,Graduate,Self-Employed,,471199.77,Business,560.0,9,125,62.86,2020-05-28,1
101138,50.0,Female,South,Primary,Self-Employed,664045.66,160733.67,Other,653.0,8,60,31.63,2021-10-17,1
101139,43.0,Male,East,Primary,Salaried,584678.93,288774.88,Education,560.0,3,12,32.72,2018-12-10,1
101140,39.0,Female,South,Post-Graduate,Salaried,592496.76,20000.0,Business,562.0,9,164,38.71,2015-03-29,1
101141,52.0,Female,West,Secondary,Salaried,,300960.77,Other,679.0,6,63,42.79,2015-08-22,0
101142,50.0,Male,South,Secondary,Self-Employed,818196.76,310709.9,Education,726.0,2,103,18.65,2016-08-31,0
101143,49.0,Male,East,Graduate,Salaried,800490.41,243729.82,Other,634.0,5,43,11.22,2016-06-13,0
101144,49.0,Female,East,Graduate,Unemployed,,297436.18,Other,782.0,0,32,74.34,2020-02-20,0
101145,50.0,Female,North,Secondary,,330719.56,182261.27,Home,,4,57,34.72,2019-07-17,0
101146,36.0,Male,West,Secondary,Self-Employed,715241.72,103417.65,Car,588.0,5,64,17.12,2015-08-26,1
101147,60.0,Female,South,Primary,Salaried,,131375.16,Education,563.0,11,26,63.14,2021-08-08,1
101148,39.0,Male,West,Post-Graduate,Salaried,173860.28,147692.08,Other,731.0,11,88,30.65,2016-02-13,1
101149,38.0,Male,East,Primary,Self-Employed,,94917.81,Business,660.0,11,71,22.72,2018-08-03,1
101150,21.0,Female,North,Graduate,Salaried,310614.1,90181.32,Business,704.0,4,134,77.38,2017-09-29,0
101151,34.0,Male,East,Secondary,Unemployed,564175.26,150392.3,Car,437.0,6,70,74.44,2020-06-26,1
101152,22.0,Male,East,Graduate,Self-Employed,880868.29,207267.62,Education,670.0,11,198,17.4,2015-08-06,1
101153,48.0,Female,East,Primary,Salaried,716753.47,265825.18,Home,,3,53,72.95,2021-09-16,0
101154,,Male,South,Graduate,Self-Employed,674000.04,103131.08,Education,,4,80,72.36,2021-07-20,1
101155,58.0,Male,East,Graduate,Self-Employed,589115.82,137936.96,Business,645.0,3,134,54.41,2021-12-06,0
101156,24.0,Other,West,Post-Graduate,Self-Employed,625178.38,176288.2,Business,737.0,8,137,47.08,2015-04-23,1
101157,,Female,West,Graduate,Salaried,474963.7,302425.45,Home,831.0,1,12,25.22,2017-11-07,0
101158,28.0,Female,North,Primary,Salaried,504083.58,106584.18,Home,669.0,0,76,18.5,2021-03-16,0
101159,49.0,Female,West,Post-Graduate,Self-Employed,617292.69,187928.26,Business,593.0,3,121,52.45,2015-06-10,1
101160,59.0,Male,East,Graduate,Self-Employed,646481.04,366688.67,Other,588.0,11,108,67.54,2017-12-29,1
101161,23.0,Female,East,Primary,Salaried,568431.76,154645.3,Other,727.0,11,145,58.21,2017-10-27,1
101162,52.0,Female,West,Secondary,Salaried,,100326.53,Home,570.0,11,163,22.66,2017-10-21,1
101163,30.0,Female,North,Post-Graduate,Salaried,912974.88,239533.69,Other,700.0,5,129,30.3,2020-11-16,0
101164,30.0,Female,North,Graduate,Salaried,787457.31,150254.81,Home,673.0,9,152,48.25,2022-03-31,1
101165,39.0,Female,West,Graduate,,559190.09,20000.0,Education,665.0,7,142,53.75,2019-06-04,1
101166,54.0,Male,South,Post-Graduate,Self-Employed,793685.62,273885.49,Education,525.0,3,150,15.06,2015-11-11,1
101167,53.0,Male,South,Primary,Salaried,528294.75,354428.45,Education,621.0,0,112,52.98,2017-11-23,0
101168,,Female,South,Graduate,Self-Employed,,247316.96,Home,533.0,8,149,61.54,2015-08-14,1
101169,48.0,Female,South,Primary,Salaried,215357.26,375183.8,Home,603.0,2,72,22.7,2016-04-23,0
101170,52.0,Female,West,Post-Graduate,Self-Employed,651346.75,327283.11,Other,723.0,5,145,27.24,2021-12-13,0
101171,27.0,Male,North,Graduate,Salaried,543732.34,147412.04,Other,748.0,9,43,28.12,2015-08-11,1
101172,49.0,Female,East,Secondary,Salaried,643611.24,495940.83,Other,667.0,7,31,75.79,2019-09-12,1
101173,28.0,Female,East,Secondary,Self-Employed,,288537.23,Car,604.0,10,59,38.49,2020-04-14,1
101174,21.0,Female,West,Secondary,Salaried,,301336.35,Home,777.0,4,149,47.14,2016-06-03,0
101175,23.0,Female,East,Post-Graduate,Salaried,508497.02,130783.89,Education,603.0,10,159,60.7,2021-04-09,1
101176,44.0,Female,South,Graduate,Salaried,,64498.18,Education,559.0,6,100,36.0,2015-03-29,1
101177,43.0,Female,North,Post-Graduate,Salaried,316771.74,119992.73,Car,706.0,10,195,17.39,2017-09-09,1
101178,28.0,Female,West,Graduate,Salaried,680849.32,360412.15,Car,,10,91,55.8,2016-04-24,1
101179,57.0,Female,North,Secondary,Salaried,706886.08,455259.81,Education,,9,28,56.71,2015-11-05,1
101180,23.0,Female,West,Secondary,Unemployed,613083.44,284650.13,Home,658.0,8,132,28.24,2022-05-26,1
101181,53.0,Female,West,Primary,Self-Employed,783981.45,261103.0,Education,,0,142,12.47,2016-06-23,0
101182,48.0,Female,West,Post-Graduate,Salaried,785881.48,366068.76,Education,,10,25,56.57,2019-01-31,1
101183,28.0,Female,West,Post-Graduate,Self-Employed,613966.76,415740.21,Car,687.0,7,122,59.24,2015-03-31,1
101184,54.0,Female,North,Primary,Salaried,717099.16,75752.08,Car,610.0,1,178,11.82,2017-10-06,0
101185,55.0,Male,East,Secondary,Salaried,1034536.18,445352.08,Other,692.0,0,28,58.52,2021-06-18,0
101186,52.0,Male,West,Secondary,Salaried,435589.22,204340.82,Car,651.0,3,117,75.72,2015-06-29,0
101187,44.0,Other,South,Post-Graduate,Salaried,754632.91,380077.54,Education,612.0,5,31,22.51,2016-07-02,0
101188,34.0,Female,West,Graduate,Self-Employed,617364.87,121884.2,Other,630.0,7,154,46.49,2015-01-02,1
101189,52.0,Female,North,Secondary,,809149.31,374020.24,Education,642.0,0,44,58.77,2017-11-23,0
101190,63.0,Female,West,Primary,Self-Employed,441302.25,77956.59,Home,534.0,0,176,26.11,2018-08-30,1
101191,36.0,Female,South,Primary,Salaried,640055.75,384557.56,Home,,9,82,62.61,2021-03-23,1
101192,24.0,Female,North,Primary,Salaried,464079.97,327201.56,Car,655.0,1,64,70.77,2015-12-30,0
101193,57.0,Female,West,Post-Graduate,Self-Employed,246602.52,61354.85,Other,542.0,8,142,67.02,2023-01-11,1
101194,41.0,Female,South,Post-Graduate,Salaried,,403049.65,Business,600.0,11,82,28.12,2019-03-11,1
101195,34.0,Male,North,Post-Graduate,Salaried,513107.3,132882.55,Home,841.0,3,124,66.3,2017-08-07,0
101196,51.0,Male,West,Post-Graduate,Salaried,431503.36,387149.87,Home,560.0,6,20,38.93,2015-04-26,1
101197,38.0,Male,South,Primary,Salaried,484620.91,267337.39,Home,619.0,2,87,28.65,2020-12-01,0
101198,,Male,North,Primary,Unemployed,964887.86,100447.48,Home,583.0,10,119,21.76,2019-04-15,1
101199,30.0,Female,West,Post-Graduate,Salaried,862105.55,128413.68,Car,641.0,0,177,73.63,2016-08-17,0
101200,27.0,Male,North,Post-Graduate,Salaried,556360.43,718335.85,Other,585.0,0,93,39.88,2021-12-01,1
101201,53.0,Male,South,Primary,Self-Employed,772274.84,526881.64,Home,631.0,8,106,70.6,2022-07-30,1
101202,43.0,Male,West,Post-Graduate,Salaried,384922.76,224718.62,Car,593.0,3,141,21.17,2020-11-24,1
101203,41.0,Male,West,Post-Graduate,Salaried,704708.59,300956.59,Other,734.0,10,136,63.69,2021-06-20,1
101204,39.0,Female,West,Post-Graduate,Salaried,513887.15,394364.06,Other,657.0,2,89,17.7,2020-03-26,0
101205,39.0,Female,South,Post-Graduate,Salaried,687219.64,94974.74,Business,570.0,4,195,11.23,2018-03-21,1
101206,56.0,Female,East,Secondary,Salaried,325244.59,332792.34,Education,717.0,0,124,79.65,2020-04-18,0
101207,49.0,Male,West,Post-Graduate,Salaried,480972.16,368460.18,Home,573.0,2,73,15.15,2020-10-23,1
101208,38.0,Male,South,Primary,Self-Employed,636381.72,293421.37,Car,525.0,3,76,42.31,2022-06-22,1
101209,22.0,Male,North,Primary,Salaried,634266.87,416913.47,Other,650.0,11,105,71.49,2015-07-06,1
101210,21.0,Female,North,Primary,Salaried,307436.49,268317.27,Business,803.0,5,43,67.36,2021-07-14,0
101211,25.0,Male,South,Primary,Salaried,405630.88,382635.63,Education,504.0,8,122,42.98,2020-01-21,1
101212,40.0,Female,East,Post-Graduate,Salaried,684683.21,278356.03,Other,544.0,2,98,52.76,2018-11-13,1
101213,31.0,Male,South,Secondary,Unemployed,661203.86,65956.29,Other,710.0,3,195,54.08,2017-04-04,0
101214,62.0,Female,North,Graduate,Salaried,731096.45,362675.42,Home,599.0,4,144,17.69,2015-02-22,1
101215,22.0,Male,North,Graduate,Salaried,638040.34,406233.62,Education,699.0,7,172,29.94,2015-09-14,1
101216,23.0,Male,West,Graduate,Salaried,389361.38,231855.69,Education,583.0,8,166,31.07,2019-05-15,1
101217,43.0,Female,East,Graduate,Salaried,529231.46,89308.87,Car,661.0,2,34,36.47,2020-09-24,0
101218,32.0,Male,South,Primary,Self-Employed,706204.48,354168.95,Business,790.0,2,37,29.17,2015-01-15,0
101219,40.0,Male,North,Post-Graduate,Salaried,399664.61,287977.22,Car,554.0,6,78,27.6,2022-12-06,1
101220,25.0,Female,North,Post-Graduate,Salaried,,285641.51,Business,732.0,8,164,34.83,2022-04-29,1
101221,57.0,Female,North,Graduate,Salaried,,272682.34,Car,704.0,0,85,36.55,2015-01-12,0
101222,58.0,Female,South,Graduate,Salaried,654289.98,370925.25,Business,531.0,0,91,44.11,2020-08-10,1
101223,50.0,Male,South,Secondary,Salaried,231433.63,284552.35,Home,695.0,11,145,22.15,2020-10-25,1
101224,29.0,Male,East,Secondary,Salaried,551501.84,193009.5,Business,656.0,1,175,65.18,2016-06-25,0
101225,,Male,West,Secondary,Unemployed,703711.74,56168.72,Car,657.0,5,128,70.25,2017-09-22,0
101226,,Male,West,Primary,Salaried,743071.97,194616.82,Education,677.0,2,103,27.37,2023-01-28,0
101227,55.0,Female,West,Post-Graduate,Unemployed,399246.04,359147.06,Other,622.0,11,146,18.63,2022-11-28,1
101228,42.0,Female,North,Primary,Salaried,674387.97,209828.62,Business,656.0,7,121,60.56,2015-02-19,1
101229,64.0,Male,West,Primary,,,358941.92,Business,669.0,4,52,74.7,2019-07-24,0
101230,44.0,Female,North,Post-Graduate,Salaried,721341.03,80290.22,Education,710.0,2,34,12.46,2017-10-26,0
101231,37.0,Male,East,Secondary,Self-Employed,517620.85,128600.78,Home,528.0,7,103,11.01,2020-10-23,1
101232,30.0,Female,North,Post-Graduate,Salaried,122959.55,121635.87,Car,753.0,7,75,22.84,2015-12-12,1
101233,50.0,Male,East,Graduate,Salaried,641867.08,266245.08,Home,558.0,1,26,57.94,2021-07-08,1
101234,43.0,Male,East,Secondary,Self-Employed,915712.78,465041.6,Business,711.0,4,118,77.53,2022-06-18,0
101235,52.0,Female,West,Post-Graduate,Salaried,764812.36,519316.03,Business,,2,144,62.53,2022-12-01,0
101236,37.0,Female,West,Primary,Salaried,750916.48,376904.62,Home,548.0,6,31,50.11,2022-12-08,1
101237,37.0,Female,North,Post-Graduate,Salaried,633695.72,20000.0,Car,692.0,1,19,59.04,2021-05-04,0
101238,34.0,Male,South,Secondary,Salaried,,159750.28,Business,,8,99,26.15,2019-02-12,1
101239,29.0,Male,West,Graduate,Salaried,660649.75,20000.0,Business,736.0,1,150,58.2,2018-08-24,0
101240,60.0,Female,West,Primary,,250743.21,269824.33,Home,,10,51,32.5,2019-10-07,1
101241,22.0,Male,South,Graduate,Salaried,778315.8,444985.73,Other,530.0,1,37,25.57,2022-09-04,1
101242,45.0,Female,South,Graduate,Salaried,427773.62,347860.88,Education,773.0,5,109,26.56,2022-03-31,0
101243,59.0,Male,West,Primary,Salaried,,38143.9,Business,665.0,2,196,56.75,2016-09-03,0
101244,29.0,Female,South,Post-Graduate,Salaried,747839.35,416646.69,Car,719.0,2,20,63.71,2022-07-08,0
101245,42.0,Female,North,Post-Graduate,Salaried,450165.05,394513.55,Other,582.0,9,146,50.73,2018-05-30,1
101246,,Male,East,Graduate,Unemployed,,435175.38,Home,499.0,1,90,14.47,2021-05-14,1
101247,24.0,Female,East,Post-Graduate,Salaried,,383093.02,Home,784.0,4,64,12.66,2016-11-15,0
101248,46.0,Female,West,Secondary,Unemployed,377292.09,186863.7,Car,649.0,11,14,25.2,2021-06-23,1
101249,49.0,Male,West,Graduate,Self-Employed,561440.75,27410.25,Other,689.0,10,78,30.05,2023-01-31,1
101250,,Female,North,Graduate,Unemployed,825674.69,390511.14,Car,703.0,4,47,38.34,2015-05-23,0
101251,43.0,Female,South,Graduate,Self-Employed,925298.46,343191.94,Business,623.0,6,75,15.32,2020-05-03,0
101252,57.0,Male,West,Secondary,Self-Employed,243674.01,20000.0,Other,668.0,7,73,60.76,2015-06-03,1
101253,31.0,Male,East,Graduate,Salaried,556258.33,134284.21,Education,778.0,7,162,59.8,2016-01-13,1
101254,26.0,Male,North,Post-Graduate,Salaried,854009.86,137655.08,Education,647.0,11,189,34.27,2019-06-19,1
101255,38.0,Female,North,Post-Graduate,Salaried,,337296.54,Car,725.0,2,175,49.41,2022-09-09,0
101256,41.0,Female,South,Post-Graduate,Unemployed,,248139.97,Education,491.0,5,86,17.06,2016-06-17,1
101257,62.0,Female,West,Post-Graduate,Unemployed,773459.47,218358.16,Car,740.0,11,28,39.07,2022-05-08,1
101258,56.0,Other,West,Graduate,Self-Employed,477804.26,199662.5,Business,528.0,4,108,70.03,2022-11-13,1
101259,61.0,Female,North,Secondary,Self-Employed,685723.7,114919.89,Business,731.0,3,34,56.24,2020-07-21,0
101260,,Female,East,Primary,Unemployed,697892.02,365845.83,Car,681.0,9,57,17.28,2016-11-23,1
101261,54.0,Male,West,Post-Graduate,Salaried,782037.32,162773.25,Business,642.0,5,82,69.33,2020-03-05,0
101262,37.0,Female,East,Primary,Self-Employed,274970.05,389485.15,Education,642.0,3,198,57.65,2017-02-25,0
101263,57.0,Male,North,Primary,Salaried,858566.67,82835.42,Business,,7,44,41.71,2021-01-18,1
101264,45.0,Female,West,Graduate,Salaried,737371.85,190963.4,Education,584.0,8,188,58.45,2016-04-10,1
101265,58.0,Male,East,Post-Graduate,Salaried,373922.88,485779.99,Education,634.0,0,152,22.1,2021-05-14,0
101266,32.0,Male,North,Post-Graduate,Salaried,574439.63,278154.68,Home,827.0,11,58,48.53,2021-11-24,1
101267,43.0,Male,East,Post-Graduate,Self-Employed,767567.39,191134.38,Business,754.0,0,167,53.25,2015-05-21,0
101268,62.0,Male,West,Primary,Salaried,384578.61,174629.61,Business,580.0,3,158,74.94,2019-09-24,1
101269,42.0,Female,South,Post-Graduate,,,145672.71,Car,671.0,5,98,14.68,2020-06-14,0
101270,41.0,Male,East,Post-Graduate,Salaried,603721.61,304443.64,Car,658.0,7,95,36.23,2017-03-20,1
101271,,Female,South,Secondary,Salaried,512752.58,357831.57,Other,639.0,11,178,75.58,2018-06-24,1
101272,51.0,Female,West,Graduate,Self-Employed,650173.22,280155.67,Education,570.0,11,140,25.21,2022-11-21,1
101273,26.0,Female,South,Post-Graduate,Self-Employed,764591.56,242893.9,Home,686.0,0,134,66.92,2016-12-03,0
101274,47.0,Male,North,Post-Graduate,Salaried,654448.43,322188.25,Education,718.0,2,82,10.11,2015-06-19,0
101275,,Male,South,Graduate,Salaried,,81453.03,Business,583.0,11,161,11.81,2021-03-16,1
101276,54.0,Female,East,Graduate,Salaried,765508.63,295369.85,Other,806.0,3,120,32.93,2020-09-12,0
101277,32.0,Female,East,Primary,Unemployed,579019.95,302158.52,Education,772.0,9,154,63.8,2021-05-21,1
101278,27.0,Male,South,Primary,Self-Employed,450852.46,282082.36,Other,,1,114,17.29,2018-12-04,0
101279,30.0,Male,North,Primary,Salaried,831056.36,183372.46,Education,551.0,8,97,36.8,2018-12-01,1
101280,37.0,Male,West,Graduate,Salaried,116267.05,156994.82,Business,682.0,2,17,19.2,2017-11-25,0
101281,46.0,Female,South,Secondary,Self-Employed,612805.99,93900.54,Business,673.0,3,143,25.65,2015-09-22,0
101282,,Male,East,Post-Graduate,Self-Employed,527315.16,426469.79,Education,,3,18,45.21,2017-05-02,0
101283,48.0,Female,East,Graduate,Self-Employed,415398.86,243318.72,Home,777.0,0,24,32.34,2019-10-30,0
101284,,Female,South,Secondary,Salaried,659716.15,199144.45,Business,636.0,4,73,24.83,2015-01-07,0
101285,63.0,Male,South,Graduate,Self-Employed,691942.53,187452.41,Car,814.0,4,187,37.54,2015-01-23,0
101286,21.0,Other,South,Secondary,Self-Employed,434196.23,135220.86,Home,683.0,1,133,59.07,2018-12-10,0
101287,56.0,Female,West,Graduate,,320805.35,185715.53,Education,627.0,0,20,18.36,2022-01-26,0
101288,46.0,Female,East,Graduate,Salaried,338807.34,395347.56,Home,842.0,4,104,43.57,2020-10-17,0
101289,49.0,Female,East,Secondary,Self-Employed,962647.49,319805.35,Car,716.0,4,129,29.23,2015-01-13,0
101290,41.0,Female,East,Secondary,Self-Employed,984739.83,349419.21,Business,614.0,6,183,36.5,2019-11-19,0
101291,31.0,Female,West,Secondary,Self-Employed,605910.09,365114.37,Business,657.0,10,54,67.51,2021-04-24,1
101292,60.0,Male,North,Secondary,Salaried,325685.32,513979.62,Business,,9,86,75.08,2022-07-30,1
101293,31.0,Male,East,Secondary,Salaried,570929.79,253326.42,Car,638.0,9,103,27.01,2017-08-05,1
101294,56.0,Male,East,Secondary,Salaried,159865.42,198641.45,Home,661.0,1,68,54.1,2020-01-20,0
101295,59.0,Male,North,Secondary,Salaried,662935.71,302461.27,Education,,11,162,57.37,2017-11-17,1
101296,,Male,West,Secondary,Salaried,401187.75,327841.19,Education,515.0,7,149,68.97,2022-05-16,1
101297,55.0,Male,North,Graduate,Salaried,357960.03,245914.5,Home,659.0,4,94,72.93,2020-02-11,0
101298,,Male,North,Secondary,Salaried,795526.59,142724.3,Business,661.0,4,35,42.76,2016-02-18,0
101299,44.0,Female,North,Secondary,Self-Employed,569150.85,272319.61,Education,692.0,8,123,78.78,2019-12-16,1
101300,42.0,Female,North,Graduate,Salaried,773135.93,315338.84,Business,604.0,1,46,77.96,2018-02-01,0
101301,,Female,West,Graduate,Salaried,841382.1,291686.58,Other,543.0,9,32,45.45,2022-06-05,1
101302,53.0,Female,West,Primary,Self-Employed,582117.67,29483.28,Other,573.0,10,74,47.94,2022-08-15,1
101303,56.0,Female,North,Primary,Salaried,,59189.26,Education,734.0,1,54,56.74,2016-03-15,0
101304,40.0,Female,South,Secondary,Salaried,811654.64,336014.11,Home,597.0,4,83,36.17,2019-12-12,1
101305,39.0,Male,South,Secondary,Salaried,492244.45,205322.7,Home,615.0,0,172,56.34,2015-04-19,0
101306,55.0,Male,South,Primary,Salaried,830926.73,516948.71,Home,625.0,10,111,46.0,2021-10-13,1
101307,63.0,Female,South,Primary,Salaried,195351.29,410939.29,Business,,4,185,12.48,2018-12-15,0
101308,37.0,Female,East,Post-Graduate,Salaried,529038.19,97824.41,Other,595.0,4,37,69.69,2021-07-21,1
101309,63.0,Female,West,Post-Graduate,Unemployed,637448.6,373181.83,Business,580.0,7,138,75.83,2016-01-16,1
101310,54.0,Male,West,Secondary,Salaried,358999.77,442069.22,Car,762.0,5,81,11.84,2019-03-08,0
101311,29.0,Male,North,Post-Graduate,Salaried,673907.79,196567.16,Car,704.0,10,50,65.25,2019-05-15,1
101312,46.0,Female,East,Primary,Self-Employed,634441.59,239658.69,Education,,5,32,37.01,2022-03-06,0
101313,22.0,Female,North,Secondary,Salaried,453561.5,184235.55,Car,766.0,4,169,50.99,2019-04-16,0
101314,29.0,Male,North,Graduate,Salaried,445910.46,115281.23,Home,462.0,4,96,45.0,2022-09-23,1
101315,29.0,Male,West,Graduate,Self-Employed,425591.7,439237.35,Education,677.0,7,16,48.59,2021-01-14,1
101316,60.0,Female,East,Primary,Salaried,286694.3,20000.0,Other,603.0,0,192,44.66,2018-10-14,0
101317,37.0,Female,South,Post-Graduate,Unemployed,922017.42,169050.26,Other,739.0,8,81,69.74,2016-09-14,1
101318,21.0,Male,West,Graduate,,557922.45,199304.88,Car,591.0,5,52,57.85,2016-07-03,1
101319,,Female,East,Post-Graduate,Self-Employed,329412.79,268862.55,Car,566.0,8,151,38.88,2022-08-03,1
101320,63.0,Male,East,Graduate,Salaried,575538.02,101236.45,Other,535.0,1,23,58.2,2018-11-27,1
101321,,Male,West,Post-Graduate,Salaried,647977.34,412592.13,Car,626.0,2,109,77.55,2022-05-20,0
101322,62.0,Female,West,Graduate,Self-Employed,436385.42,29692.04,Car,723.0,0,178,15.62,2020-05-05,0
101323,45.0,Male,North,Graduate,Unemployed,527065.32,31447.3,Business,,4,120,37.17,2022-06-10,0
101324,59.0,Female,North,Secondary,Self-Employed,860797.2,256966.37,Other,554.0,1,100,70.93,2015-05-14,1
101325,55.0,Female,North,Secondary,Self-Employed,366437.56,95565.63,Other,822.0,10,93,61.73,2016-12-01,1
101326,23.0,Female,South,Primary,Unemployed,483675.91,274930.95,Car,702.0,0,111,75.45,2019-08-28,0
101327,57.0,Male,West,Graduate,Salaried,198916.01,161188.76,Home,712.0,8,23,12.79,2022-03-23,1
101328,64.0,Male,East,Post-Graduate,Salaried,964656.19,346887.46,Business,753.0,10,37,70.39,2018-06-29,1
